city,parameter,value,date
Cluj-Napoca,pm10,27.94,2024-02-26
Cluj-Napoca,pm10,28.5,2024-02-26
Cluj-Napoca,pm10,27.75,2024-02-27
Cluj-Napoca,pm10,31.88,2024-02-27
Cluj-Napoca,pm10,31.92,2024-02-28
Cluj-Napoca,pm10,29.12,2024-02-28
Cluj-Napoca,pm10,27.83,2024-02-29
Cluj-Napoca,pm10,30.9,2024-02-29
Cluj-Napoca,pm10,28.85,2024-03-01
Cluj-Napoca,pm10,32.04,2024-03-01
Cluj-Napoca,pm10,27.97,2024-03-02
Cluj-Napoca,pm10,31.75,2024-03-02
Cluj-Napoca,pm10,28.57,2024-03-03
Cluj-Napoca,pm10,28.07,2024-03-03
Cluj-Napoca,pm10,28.1,2024-03-04
Cluj-Napoca,pm10,27.86,2024-03-04
Cluj-Napoca,pm10,30.56,2024-03-05
Cluj-Napoca,pm10,28.08,2024-03-05
Cluj-Napoca,pm10,30.77,2024-03-06
Cluj-Napoca,pm10,32.26,2024-03-06
Cluj-Napoca,pm10,29.2,2024-03-07
Cluj-Napoca,pm10,32.17,2024-03-07
Cluj-Napoca,pm10,27.92,2024-03-08
Cluj-Napoca,pm10,31.51,2024-03-08
Cluj-Napoca,pm10,29.84,2024-03-09
Cluj-Napoca,pm10,29.76,2024-03-09
Cluj-Napoca,pm10,28.46,2024-03-10
Cluj-Napoca,pm10,28.21,2024-03-10
Cluj-Napoca,pm10,28.54,2024-03-11
Cluj-Napoca,pm10,29.79,2024-03-11
Cluj-Napoca,pm10,30.15,2024-03-12
Cluj-Napoca,pm10,28.71,2024-03-12
Cluj-Napoca,pm10,30.05,2024-03-13
Cluj-Napoca,pm10,29.77,2024-03-13
Cluj-Napoca,pm10,30.69,2024-03-14
Cluj-Napoca,pm10,29.04,2024-03-14
Cluj-Napoca,pm10,32.67,2024-03-15
Cluj-Napoca,pm10,32.99,2024-03-15
Cluj-Napoca,pm10,32.65,2024-03-16
Cluj-Napoca,pm10,32.89,2024-03-16
Cluj-Napoca,pm10,33.46,2024-03-17
Cluj-Napoca,pm10,31.96,2024-03-17
Cluj-Napoca,pm10,31.35,2024-03-18
Cluj-Napoca,pm10,32.96,2024-03-18
Cluj-Napoca,pm10,31.03,2024-03-19
Cluj-Napoca,pm10,31.82,2024-03-19
Cluj-Napoca,pm10,32.03,2024-03-20
Cluj-Napoca,pm10,31.06,2024-03-20
Cluj-Napoca,pm10,30.73,2024-03-21
Cluj-Napoca,pm10,32.64,2024-03-21
Cluj-Napoca,pm10,33.83,2024-03-22
Cluj-Napoca,pm10,33.85,2024-03-22
Cluj-Napoca,pm10,32.93,2024-03-23
Cluj-Napoca,pm10,30.84,2024-03-23
Cluj-Napoca,pm10,31.18,2024-03-24
Cluj-Napoca,pm10,33.28,2024-03-24
Cluj-Napoca,pm10,30.25,2024-03-25
Cluj-Napoca,pm10,34.15,2024-03-25
Cluj-Napoca,pm10,30.02,2024-03-26
Cluj-Napoca,pm10,33.61,2024-03-26
Cluj-Napoca,pm10,30.75,2024-03-27
Cluj-Napoca,pm10,32.93,2024-03-27
Cluj-Napoca,pm10,32.5,2024-03-28
Cluj-Napoca,pm10,30.95,2024-03-28
Cluj-Napoca,pm10,33.46,2024-03-29
Cluj-Napoca,pm10,32.72,2024-03-29
Cluj-Napoca,pm10,30.69,2024-03-30
Cluj-Napoca,pm10,34.07,2024-03-30
Cluj-Napoca,pm25,11.54,2024-01-01
Cluj-Napoca,pm25,11.1,2024-01-01
Cluj-Napoca,pm25,11.58,2024-01-02
Cluj-Napoca,pm25,12.5,2024-01-02
Cluj-Napoca,pm25,11.52,2024-01-03
Cluj-Napoca,pm25,13.39,2024-01-03
Cluj-Napoca,pm25,10.24,2024-01-04
Cluj-Napoca,pm25,13.81,2024-01-04
Cluj-Napoca,pm25,11.35,2024-01-05
Cluj-Napoca,pm25,12.29,2024-01-05
Cluj-Napoca,pm25,11.97,2024-01-06
Cluj-Napoca,pm25,10.44,2024-01-06
Cluj-Napoca,pm25,12.95,2024-01-07
Cluj-Napoca,pm25,12.19,2024-01-07
Cluj-Napoca,pm25,10.68,2024-01-08
Cluj-Napoca,pm25,11.24,2024-01-08
Cluj-Napoca,pm25,14.29,2024-01-09
Cluj-Napoca,pm25,12.55,2024-01-09
Cluj-Napoca,pm25,10.98,2024-01-10
Cluj-Napoca,pm25,10.89,2024-01-10
Cluj-Napoca,pm25,13.39,2024-01-11
Cluj-Napoca,pm25,11.12,2024-01-11
Cluj-Napoca,pm25,13.3,2024-01-12
Cluj-Napoca,pm25,11.49,2024-01-12
Cluj-Napoca,pm25,13.12,2024-01-13
Cluj-Napoca,pm25,13.27,2024-01-13
Cluj-Napoca,pm25,12.73,2024-01-14
Cluj-Napoca,pm25,13.1,2024-01-14
Cluj-Napoca,pm25,15.14,2024-01-15
Cluj-Napoca,pm25,11.53,2024-01-15
Cluj-Napoca,pm25,11.86,2024-01-16
Cluj-Napoca,pm25,14.5,2024-01-16
Cluj-Napoca,pm25,11.75,2024-01-17
Cluj-Napoca,pm25,13.3,2024-01-17
Cluj-Napoca,pm25,12.44,2024-01-18
Cluj-Napoca,pm25,13.15,2024-01-18
Cluj-Napoca,pm25,12.73,2024-01-19
Cluj-Napoca,pm25,14.82,2024-01-19
Cluj-Napoca,pm25,14.4,2024-01-20
Cluj-Napoca,pm25,13.53,2024-01-20
Cluj-Napoca,pm25,13.31,2024-01-21
Cluj-Napoca,pm25,15.54,2024-01-21
Cluj-Napoca,pm25,13.2,2024-01-22
Cluj-Napoca,pm25,11.51,2024-01-22
Cluj-Napoca,pm25,14.6,2024-01-23
Cluj-Napoca,pm25,15.05,2024-01-23
Cluj-Napoca,pm25,16.25,2024-01-24
Cluj-Napoca,pm25,11.72,2024-01-24
Cluj-Napoca,pm25,15.72,2024-01-25
Cluj-Napoca,pm25,11.73,2024-01-25
Cluj-Napoca,pm25,14.21,2024-01-26
Cluj-Napoca,pm25,12.57,2024-01-26
Cluj-Napoca,pm25,14.49,2024-01-27
Cluj-Napoca,pm25,15.54,2024-01-27
Cluj-Napoca,pm25,11.99,2024-01-28
Cluj-Napoca,pm25,13.39,2024-01-28
Cluj-Napoca,pm25,12.01,2024-01-29
Cluj-Napoca,pm25,15.34,2024-01-29
Cluj-Napoca,pm25,13.51,2024-01-30
Cluj-Napoca,pm25,14.66,2024-01-30
Cluj-Napoca,pm25,15.51,2024-01-31
Cluj-Napoca,pm25,13.83,2024-01-31
Cluj-Napoca,pm25,15.26,2024-02-01
Cluj-Napoca,pm25,12.83,2024-02-01
Cluj-Napoca,pm25,12.12,2024-02-02
Cluj-Napoca,pm25,14.49,2024-02-02
Cluj-Napoca,pm25,15.52,2024-02-03
Cluj-Napoca,pm25,15.09,2024-02-03
Cluj-Napoca,pm25,14.32,2024-02-04
Cluj-Napoca,pm25,15.7,2024-02-04
Cluj-Napoca,pm25,16.55,2024-02-05
Cluj-Napoca,pm25,13.84,2024-02-05
Cluj-Napoca,pm25,16.87,2024-02-06
Cluj-Napoca,pm25,16.22,2024-02-06
Cluj-Napoca,pm25,13.22,2024-02-07
Cluj-Napoca,pm25,16.27,2024-02-07
Cluj-Napoca,pm25,12.89,2024-02-08
Cluj-Napoca,pm25,17.04,2024-02-08
Cluj-Napoca,pm25,14.32,2024-02-09
Cluj-Napoca,pm25,15.92,2024-02-09
Cluj-Napoca,pm25,14.08,2024-02-10
Cluj-Napoca,pm25,16.06,2024-02-10
Cluj-Napoca,pm25,14.09,2024-02-11
Cluj-Napoca,pm25,17.62,2024-02-11
Cluj-Napoca,pm25,14.21,2024-02-12
Cluj-Napoca,pm25,13.61,2024-02-12
Cluj-Napoca,pm25,15.31,2024-02-13
Cluj-Napoca,pm25,14.88,2024-02-13
Cluj-Napoca,pm25,14.67,2024-02-14
Cluj-Napoca,pm25,17.7,2024-02-14
Cluj-Napoca,pm25,16.61,2024-02-15
Cluj-Napoca,pm25,15.46,2024-02-15
Cluj-Napoca,pm25,18.12,2024-02-16
Cluj-Napoca,pm25,17.69,2024-02-16
Cluj-Napoca,pm25,16.98,2024-02-17
Cluj-Napoca,pm25,14.66,2024-02-17
Cluj-Napoca,pm25,15.64,2024-02-18
Cluj-Napoca,pm25,17.73,2024-02-18
Cluj-Napoca,pm25,14.17,2024-02-19
Cluj-Napoca,pm25,16.14,2024-02-19
Cluj-Napoca,pm25,13.95,2024-02-20
Cluj-Napoca,pm25,14.64,2024-02-20
Cluj-Napoca,pm25,17.53,2024-02-21
Cluj-Napoca,pm25,13.91,2024-02-21
Cluj-Napoca,pm25,17.0,2024-02-22
Cluj-Napoca,pm25,17.72,2024-02-22
Cluj-Napoca,pm25,16.28,2024-02-23
Cluj-Napoca,pm25,18.23,2024-02-23
Cluj-Napoca,pm25,14.53,2024-02-24
Cluj-Napoca,pm25,16.14,2024-02-24
Cluj-Napoca,pm25,14.58,2024-02-25
Cluj-Napoca,pm25,17.95,2024-02-25
Cluj-Napoca,pm25,17.96,2024-02-26
Cluj-Napoca,pm25,16.02,2024-02-26
Cluj-Napoca,pm25,15.61,2024-02-27
Cluj-Napoca,pm25,15.04,2024-02-27
Cluj-Napoca,pm25,14.61,2024-02-28
Cluj-Napoca,pm25,17.68,2024-02-28
Cluj-Napoca,pm25,15.55,2024-02-29
Cluj-Napoca,pm25,18.02,2024-02-29
Cluj-Napoca,pm25,16.73,2024-03-01
Cluj-Napoca,pm25,18.01,2024-03-01
Cluj-Napoca,pm25,19.22,2024-03-02
Cluj-Napoca,pm25,15.39,2024-03-02
Cluj-Napoca,pm25,18.13,2024-03-03
Cluj-Napoca,pm25,18.88,2024-03-03
Cluj-Napoca,pm25,18.29,2024-03-04
Cluj-Napoca,pm25,19.42,2024-03-04
Cluj-Napoca,pm25,16.02,2024-03-05
Cluj-Napoca,pm25,18.38,2024-03-05
Cluj-Napoca,pm25,18.89,2024-03-06
Cluj-Napoca,pm25,19.07,2024-03-06
Cluj-Napoca,pm25,15.86,2024-03-07
Cluj-Napoca,pm25,18.11,2024-03-07
Cluj-Napoca,pm25,19.43,2024-03-08
Cluj-Napoca,pm25,15.07,2024-03-08
Cluj-Napoca,pm25,15.78,2024-03-09
Cluj-Napoca,pm25,17.04,2024-03-09
Cluj-Napoca,pm25,17.72,2024-03-10
Cluj-Napoca,pm25,19.19,2024-03-10
Cluj-Napoca,pm25,15.8,2024-03-11
Cluj-Napoca,pm25,18.33,2024-03-11
Cluj-Napoca,pm25,17.51,2024-03-12
Cluj-Napoca,pm25,16.42,2024-03-12
Cluj-Napoca,pm25,18.53,2024-03-13
Cluj-Napoca,pm25,17.18,2024-03-13
Cluj-Napoca,pm25,18.9,2024-03-14
Cluj-Napoca,pm25,18.66,2024-03-14
Cluj-Napoca,pm25,17.34,2024-03-15
Cluj-Napoca,pm25,17.12,2024-03-15
Cluj-Napoca,pm25,15.7,2024-03-16
Cluj-Napoca,pm25,16.31,2024-03-16
Cluj-Napoca,pm25,17.12,2024-03-17
Cluj-Napoca,pm25,15.98,2024-03-17
Cluj-Napoca,pm25,18.99,2024-03-18
Cluj-Napoca,pm25,16.98,2024-03-18
Cluj-Napoca,pm25,19.43,2024-03-19
Cluj-Napoca,pm25,19.4,2024-03-19
Cluj-Napoca,pm25,17.15,2024-03-20
Cluj-Napoca,pm25,16.57,2024-03-20
Cluj-Napoca,pm25,19.64,2024-03-21
Cluj-Napoca,pm25,18.61,2024-03-21
Cluj-Napoca,pm25,19.6,2024-03-22
Cluj-Napoca,pm25,16.63,2024-03-22
Cluj-Napoca,pm25,17.6,2024-03-23
Cluj-Napoca,pm25,18.63,2024-03-23
Cluj-Napoca,pm25,18.48,2024-03-24
Cluj-Napoca,pm25,16.79,2024-03-24
Cluj-Napoca,pm25,18.11,2024-03-25
Cluj-Napoca,pm25,18.33,2024-03-25
Cluj-Napoca,pm25,16.85,2024-03-26
Cluj-Napoca,pm25,20.38,2024-03-26
Cluj-Napoca,pm25,17.99,2024-03-27
Cluj-Napoca,pm25,17.38,2024-03-27
Cluj-Napoca,pm25,21.26,2024-03-28
Cluj-Napoca,pm25,20.13,2024-03-28
Cluj-Napoca,pm25,16.75,2024-03-29
Cluj-Napoca,pm25,19.62,2024-03-29
Cluj-Napoca,pm25,17.24,2024-03-30
Cluj-Napoca,pm25,20.57,2024-03-30
Craiova,pm25,10.02,2024-01-01
Craiova,pm25,12.08,2024-01-02
Craiova,pm25,14.51,2024-01-03
Craiova,pm25,11.3,2024-01-04
Craiova,pm25,11.8,2024-01-05
Craiova,pm25,12.29,2024-01-06
Craiova,pm25,12.68,2024-01-07
Craiova,pm25,13.07,2024-01-08
Craiova,pm25,15.03,2024-01-09
Craiova,pm25,12.42,2024-01-10
Craiova,pm25,15.17,2024-01-11
Craiova,pm25,13.64,2024-01-12
Craiova,pm25,13.36,2024-01-13
Craiova,pm25,11.72,2024-01-14
Craiova,pm25,10.9,2024-01-15
Craiova,pm25,15.37,2024-01-16
Craiova,pm25,15.57,2024-01-17
Craiova,pm25,14.8,2024-01-18
Craiova,pm25,12.14,2024-01-19
Craiova,pm25,15.61,2024-01-20
Craiova,pm25,13.87,2024-01-21
Craiova,pm25,14.87,2024-01-22
Craiova,pm25,15.03,2024-01-23
Craiova,pm25,14.71,2024-01-24
Craiova,pm25,16.06,2024-01-25
Craiova,pm25,15.35,2024-01-26
Craiova,pm25,13.16,2024-01-27
Craiova,pm25,16.59,2024-01-28
Craiova,pm25,13.96,2024-01-29
Craiova,pm25,14.81,2024-01-30
Craiova,pm25,15.9,2024-01-31
Craiova,pm25,16.43,2024-02-01
Craiova,pm25,13.18,2024-02-02
Craiova,pm25,13.32,2024-02-03
Craiova,pm25,14.92,2024-02-04
Craiova,pm25,12.78,2024-02-05
Craiova,pm25,13.18,2024-02-06
Craiova,pm25,14.32,2024-02-07
Craiova,pm25,13.15,2024-02-08
Craiova,pm25,16.99,2024-02-09
Craiova,pm25,15.97,2024-02-10
Craiova,pm25,16.45,2024-02-11
Craiova,pm25,15.87,2024-02-12
Craiova,pm25,13.17,2024-02-13
Craiova,pm25,16.65,2024-02-14
Craiova,pm25,17.02,2024-02-15
Craiova,pm25,17.1,2024-02-16
Craiova,pm25,15.66,2024-02-17
Craiova,pm25,16.31,2024-02-18
Craiova,pm25,13.5,2024-02-19
Craiova,pm25,15.82,2024-02-20
Craiova,pm25,14.76,2024-02-21
Craiova,pm25,14.39,2024-02-22
Craiova,pm25,15.57,2024-02-23
Craiova,pm25,18.16,2024-02-24
Craiova,pm25,18.63,2024-02-25
Craiova,pm25,14.05,2024-02-26
Craiova,pm25,14.82,2024-02-27
Craiova,pm25,15.55,2024-02-28
Craiova,pm25,19.11,2024-02-29
Craiova,pm25,14.31,2024-03-01
Craiova,pm25,14.82,2024-03-02
Craiova,pm25,17.59,2024-03-03
Craiova,pm25,15.12,2024-03-04
Craiova,pm25,18.75,2024-03-05
Craiova,pm25,19.49,2024-03-06
Craiova,pm25,15.37,2024-03-07
Craiova,pm25,15.16,2024-03-08
Craiova,pm25,19.17,2024-03-09
Craiova,pm25,15.75,2024-03-10
Craiova,pm25,16.04,2024-03-11
Craiova,pm25,19.09,2024-03-12
Craiova,pm25,17.36,2024-03-13
Craiova,pm25,18.5,2024-03-14
Craiova,pm25,16.69,2024-03-15
Craiova,pm25,20.01,2024-03-16
Craiova,pm25,19.15,2024-03-17
Craiova,pm25,19.99,2024-03-18
Craiova,pm25,20.71,2024-03-19
Craiova,pm25,20.29,2024-03-20
Craiova,pm25,16.91,2024-03-21
Craiova,pm25,18.34,2024-03-22
Craiova,pm25,19.13,2024-03-23
Craiova,pm25,18.05,2024-03-24
Craiova,pm25,19.9,2024-03-25
Craiova,pm25,18.7,2024-03-26
Craiova,pm25,21.2,2024-03-27
Craiova,pm25,17.09,2024-03-28
Craiova,pm25,17.26,2024-03-29
Craiova,pm25,18.16,2024-03-30
Targu Mures,pm25,9.74,2024-01-01
Targu Mures,pm25,9.97,2024-01-01
Targu Mures,pm25,11.44,2024-01-02
Targu Mures,pm25,13.54,2024-01-02
Targu Mures,pm25,14.06,2024-01-03
Targu Mures,pm25,13.06,2024-01-03
Targu Mures,pm25,13.59,2024-01-04
Targu Mures,pm25,11.44,2024-01-04
Targu Mures,pm25,13.33,2024-01-05
Targu Mures,pm25,10.66,2024-01-05
Targu Mures,pm25,14.6,2024-01-06
Targu Mures,pm25,14.41,2024-01-06
Targu Mures,pm25,12.7,2024-01-07
Targu Mures,pm25,11.02,2024-01-07
Targu Mures,pm25,13.93,2024-01-08
Targu Mures,pm25,13.84,2024-01-08
Targu Mures,pm25,11.56,2024-01-09
Targu Mures,pm25,11.5,2024-01-09
Targu Mures,pm25,11.4,2024-01-10
Targu Mures,pm25,12.96,2024-01-10
Targu Mures,pm25,13.79,2024-01-11
Targu Mures,pm25,13.07,2024-01-11
Targu Mures,pm25,13.48,2024-01-12
Targu Mures,pm25,13.05,2024-01-12
Targu Mures,pm25,12.83,2024-01-13
Targu Mures,pm25,11.22,2024-01-13
Targu Mures,pm25,14.46,2024-01-14
Targu Mures,pm25,12.1,2024-01-14
Targu Mures,pm25,11.94,2024-01-15
Targu Mures,pm25,14.59,2024-01-15
Targu Mures,pm25,14.76,2024-01-16
Targu Mures,pm25,11.69,2024-01-16
Targu Mures,pm25,14.49,2024-01-17
Targu Mures,pm25,11.57,2024-01-17
Targu Mures,pm25,10.87,2024-01-18
Targu Mures,pm25,13.36,2024-01-18
Targu Mures,pm25,13.71,2024-01-19
Targu Mures,pm25,13.61,2024-01-19
Targu Mures,pm25,12.45,2024-01-20
Targu Mures,pm25,11.92,2024-01-20
Targu Mures,pm25,11.35,2024-01-21
Targu Mures,pm25,15.16,2024-01-21
Targu Mures,pm25,14.71,2024-01-22
Targu Mures,pm25,13.2,2024-01-22
Targu Mures,pm25,14.38,2024-01-23
Targu Mures,pm25,15.93,2024-01-23
Targu Mures,pm25,13.46,2024-01-24
Targu Mures,pm25,13.95,2024-01-24
Targu Mures,pm25,13.21,2024-01-25
Targu Mures,pm25,12.87,2024-01-25
Targu Mures,pm25,16.39,2024-01-26
Targu Mures,pm25,15.52,2024-01-26
Targu Mures,pm25,12.43,2024-01-27
Targu Mures,pm25,16.56,2024-01-27
Targu Mures,pm25,15.53,2024-01-28
Targu Mures,pm25,14.76,2024-01-28
Targu Mures,pm25,12.21,2024-01-29
Targu Mures,pm25,14.9,2024-01-29
Targu Mures,pm25,13.92,2024-01-30
Targu Mures,pm25,11.95,2024-01-30
Targu Mures,pm25,11.93,2024-01-31
Targu Mures,pm25,13.54,2024-01-31
Targu Mures,pm25,13.86,2024-02-01
Targu Mures,pm25,12.6,2024-02-01
Targu Mures,pm25,12.81,2024-02-02
Targu Mures,pm25,15.94,2024-02-02
Targu Mures,pm25,14.52,2024-02-03
Targu Mures,pm25,12.22,2024-02-03
Targu Mures,pm25,14.14,2024-02-04
Targu Mures,pm25,16.09,2024-02-04
Targu Mures,pm25,13.82,2024-02-05
Targu Mures,pm25,13.86,2024-02-05
Targu Mures,pm25,15.23,2024-02-06
Targu Mures,pm25,13.61,2024-02-06
Targu Mures,pm25,15.77,2024-02-07
Targu Mures,pm25,16.56,2024-02-07
Targu Mures,pm25,14.5,2024-02-08
Targu Mures,pm25,17.12,2024-02-08
Targu Mures,pm25,15.03,2024-02-09
Targu Mures,pm25,13.65,2024-02-09
Targu Mures,pm25,16.74,2024-02-10
Targu Mures,pm25,13.28,2024-02-10
Targu Mures,pm25,17.74,2024-02-11
Targu Mures,pm25,15.7,2024-02-11
Targu Mures,pm25,15.51,2024-02-12
Targu Mures,pm25,15.87,2024-02-12
Targu Mures,pm25,16.6,2024-02-13
Targu Mures,pm25,15.78,2024-02-13
Targu Mures,pm25,15.27,2024-02-14
Targu Mures,pm25,17.84,2024-02-14
Targu Mures,pm25,16.55,2024-02-15
Targu Mures,pm25,17.75,2024-02-15
Targu Mures,pm25,14.92,2024-02-16
Targu Mures,pm25,17.24,2024-02-16
Targu Mures,pm25,16.21,2024-02-17
Targu Mures,pm25,17.85,2024-02-17
Targu Mures,pm25,17.97,2024-02-18
Targu Mures,pm25,13.44,2024-02-18
Targu Mures,pm25,16.34,2024-02-19
Targu Mures,pm25,13.83,2024-02-19
Targu Mures,pm25,17.39,2024-02-20
Targu Mures,pm25,16.05,2024-02-20
Targu Mures,pm25,16.08,2024-02-21
Targu Mures,pm25,17.88,2024-02-21
Targu Mures,pm25,16.62,2024-02-22
Targu Mures,pm25,14.48,2024-02-22
Targu Mures,pm25,17.14,2024-02-23
Targu Mures,pm25,18.62,2024-02-23
Targu Mures,pm25,18.42,2024-02-24
Targu Mures,pm25,15.56,2024-02-24
Targu Mures,pm25,18.68,2024-02-25
Targu Mures,pm25,16.31,2024-02-25
Targu Mures,pm25,18.15,2024-02-26
Targu Mures,pm25,15.4,2024-02-26
Targu Mures,pm25,17.28,2024-02-27
Targu Mures,pm25,17.37,2024-02-27
Targu Mures,pm25,17.11,2024-02-28
Targu Mures,pm25,15.18,2024-02-28
Targu Mures,pm25,18.34,2024-02-29
Targu Mures,pm25,16.38,2024-02-29
Targu Mures,pm25,14.59,2024-03-01
Targu Mures,pm25,18.54,2024-03-01
Targu Mures,pm25,17.29,2024-03-02
Targu Mures,pm25,19.23,2024-03-02
Targu Mures,pm25,18.57,2024-03-03
Targu Mures,pm25,19.44,2024-03-03
Targu Mures,pm25,16.05,2024-03-04
Targu Mures,pm25,18.94,2024-03-04
Targu Mures,pm25,18.41,2024-03-05
Targu Mures,pm25,15.83,2024-03-05
Targu Mures,pm25,18.35,2024-03-06
Targu Mures,pm25,17.77,2024-03-06
Targu Mures,pm25,15.17,2024-03-07
Targu Mures,pm25,17.36,2024-03-07
Targu Mures,pm25,19.09,2024-03-08
Targu Mures,pm25,17.35,2024-03-08
Targu Mures,pm25,16.17,2024-03-09
Targu Mures,pm25,19.43,2024-03-09
Targu Mures,pm25,19.03,2024-03-10
Targu Mures,pm25,17.96,2024-03-10
Targu Mures,pm25,19.59,2024-03-11
Targu Mures,pm25,16.12,2024-03-11
Targu Mures,pm25,18.11,2024-03-12
Targu Mures,pm25,18.35,2024-03-12
Targu Mures,pm25,19.76,2024-03-13
Targu Mures,pm25,20.25,2024-03-13
Targu Mures,pm25,15.74,2024-03-14
Targu Mures,pm25,17.46,2024-03-14
Targu Mures,pm25,15.74,2024-03-15
Targu Mures,pm25,17.31,2024-03-15
Targu Mures,pm25,17.8,2024-03-16
Targu Mures,pm25,16.13,2024-03-16
Targu Mures,pm25,18.86,2024-03-17
Targu Mures,pm25,15.63,2024-03-17
Targu Mures,pm25,19.16,2024-03-18
Targu Mures,pm25,16.66,2024-03-18
Targu Mures,pm25,18.32,2024-03-19
Targu Mures,pm25,20.37,2024-03-19
Targu Mures,pm25,20.09,2024-03-20
Targu Mures,pm25,20.01,2024-03-20
Targu Mures,pm25,16.87,2024-03-21
Targu Mures,pm25,18.37,2024-03-21
Targu Mures,pm25,18.93,2024-03-22
Targu Mures,pm25,17.37,2024-03-22
Targu Mures,pm25,17.98,2024-03-23
Targu Mures,pm25,20.71,2024-03-23
Targu Mures,pm25,18.61,2024-03-24
Targu Mures,pm25,17.41,2024-03-24
Targu Mures,pm25,17.41,2024-03-25
Targu Mures,pm25,17.68,2024-03-25
Targu Mures,pm25,17.18,2024-03-26
Targu Mures,pm25,16.77,2024-03-26
Targu Mures,pm25,20.2,2024-03-27
Targu Mures,pm25,21.18,2024-03-27
Targu Mures,pm25,17.44,2024-03-28
Targu Mures,pm25,20.74,2024-03-28
Targu Mures,pm25,19.16,2024-03-29
Targu Mures,pm25,21.08,2024-03-29
Targu Mures,pm25,21.14,2024-03-30
Targu Mures,pm25,18.26,2024-03-30
Timisoara,pm10,26.28,2024-01-01
Timisoara,pm10,23.61,2024-01-02
Timisoara,pm10,23.64,2024-01-03
Timisoara,pm10,24.09,2024-01-04
Timisoara,pm10,24.09,2024-01-05
Timisoara,pm10,27.6,2024-01-06
Timisoara,pm10,24.44,2024-01-07
Timisoara,pm10,26.64,2024-01-08
Timisoara,pm10,25.85,2024-01-09
Timisoara,pm10,28.07,2024-01-10
Timisoara,pm10,28.02,2024-01-11
Timisoara,pm10,24.86,2024-01-12
Timisoara,pm10,27.99,2024-01-13
Timisoara,pm10,23.6,2024-01-14
Timisoara,pm10,26.75,2024-01-15
Timisoara,pm10,27.57,2024-01-16
Timisoara,pm10,28.31,2024-01-17
Timisoara,pm10,27.87,2024-01-18
Timisoara,pm10,27.57,2024-01-19
Timisoara,pm10,27.58,2024-01-20
Timisoara,pm10,24.82,2024-01-21
Timisoara,pm10,25.52,2024-01-22
Timisoara,pm10,25.09,2024-01-23
Timisoara,pm10,27.45,2024-01-24
Timisoara,pm10,26.83,2024-01-25
Timisoara,pm10,24.56,2024-01-26
Timisoara,pm10,27.6,2024-01-27
Timisoara,pm10,27.07,2024-01-28
Timisoara,pm10,25.27,2024-01-29
Timisoara,pm10,28.94,2024-01-30
Timisoara,pm10,25.15,2024-01-31
Timisoara,pm10,27.62,2024-02-01
Timisoara,pm10,27.8,2024-02-02
Timisoara,pm10,30.12,2024-02-03
Timisoara,pm10,27.43,2024-02-04
Timisoara,pm10,30.14,2024-02-05
Timisoara,pm10,30.0,2024-02-06
Timisoara,pm10,27.95,2024-02-07
Timisoara,pm10,29.99,2024-02-08
Timisoara,pm10,28.52,2024-02-09
Timisoara,pm10,26.27,2024-02-10
Timisoara,pm10,27.74,2024-02-11
Timisoara,pm10,26.19,2024-02-12
Timisoara,pm10,30.83,2024-02-13
Timisoara,pm10,26.03,2024-02-14
Timisoara,pm10,30.89,2024-02-15
Timisoara,pm10,28.47,2024-02-16
Timisoara,pm10,29.75,2024-02-17
Timisoara,pm10,29.22,2024-02-18
Timisoara,pm10,28.39,2024-02-19
Timisoara,pm10,28.9,2024-02-20
Timisoara,pm10,28.28,2024-02-21
Timisoara,pm10,28.65,2024-02-22
Timisoara,pm10,29.78,2024-02-23
Timisoara,pm10,30.94,2024-02-24
Timisoara,pm10,27.89,2024-02-25
Timisoara,pm10,28.58,2024-02-26
Timisoara,pm10,27.84,2024-02-27
Timisoara,pm10,31.99,2024-02-28
Timisoara,pm10,27.77,2024-02-29
Timisoara,pm10,30.5,2024-03-01
Timisoara,pm10,28.97,2024-03-02
Timisoara,pm10,32.37,2024-03-03
Timisoara,pm10,31.24,2024-03-04
Timisoara,pm10,29.71,2024-03-05
Timisoara,pm10,30.95,2024-03-06
Timisoara,pm10,31.02,2024-03-07
Timisoara,pm10,31.02,2024-03-08
Timisoara,pm10,30.48,2024-03-09
Timisoara,pm10,31.61,2024-03-10
Timisoara,pm10,29.0,2024-03-11
Timisoara,pm10,31.2,2024-03-12
Timisoara,pm10,29.28,2024-03-13
Timisoara,pm10,32.39,2024-03-14
Timisoara,pm10,31.47,2024-03-15
Timisoara,pm10,32.59,2024-03-16
Timisoara,pm10,30.36,2024-03-17
Timisoara,pm10,29.71,2024-03-18
Timisoara,pm10,32.35,2024-03-19
Timisoara,pm10,33.11,2024-03-20
Timisoara,pm10,33.61,2024-03-21
Timisoara,pm10,31.93,2024-03-22
Timisoara,pm10,33.6,2024-03-23
Timisoara,pm10,31.06,2024-03-24
Timisoara,pm10,31.99,2024-03-25
Timisoara,pm10,31.18,2024-03-26
Timisoara,pm10,30.94,2024-03-27
Timisoara,pm10,32.33,2024-03-28
Timisoara,pm10,34.35,2024-03-29
Timisoara,pm10,31.81,2024-03-30
Timisoara,pm25,9.69,2024-01-01
Timisoara,pm25,13.29,2024-01-02
Timisoara,pm25,9.78,2024-01-03
Timisoara,pm25,13.22,2024-01-04
Timisoara,pm25,12.19,2024-01-05
Timisoara,pm25,14.67,2024-01-06
