city,parameter,value,date
Iasi,pm25,19.15,2024-02-12
Iasi,pm25,19.46,2024-02-13
Iasi,pm25,20.95,2024-02-14
Iasi,pm25,18.76,2024-02-15
Iasi,pm25,19.11,2024-02-16
Iasi,pm25,15.51,2024-02-17
Iasi,pm25,20.3,2024-02-18
Iasi,pm25,15.61,2024-02-19
Iasi,pm25,18.92,2024-02-20
Iasi,pm25,20.16,2024-02-21
Iasi,pm25,20.21,2024-02-22
Iasi,pm25,18.79,2024-02-23
Iasi,pm25,18.63,2024-02-24
Iasi,pm25,19.19,2024-02-25
Iasi,pm25,16.96,2024-02-26
Iasi,pm25,15.49,2024-02-27
Iasi,pm25,21.49,2024-02-28
Iasi,pm25,17.83,2024-02-29
Timisoara,no2,37.98,2024-01-01
Timisoara,no2,36.57,2024-01-02
Timisoara,no2,36.38,2024-01-03
Timisoara,no2,36.04,2024-01-04
Timisoara,no2,34.43,2024-01-05
Timisoara,no2,41.27,2024-01-06
Timisoara,no2,34.37,2024-01-07
Timisoara,no2,37.67,2024-01-08
Timisoara,no2,37.43,2024-01-09
Timisoara,no2,35.2,2024-01-10
Timisoara,no2,35.83,2024-01-11
Timisoara,no2,33.08,2024-01-12
Timisoara,no2,36.31,2024-01-13
Timisoara,no2,32.91,2024-01-14
Timisoara,no2,35.69,2024-01-15
Timisoara,no2,34.65,2024-01-16
Timisoara,no2,33.53,2024-01-17
Timisoara,no2,35.31,2024-01-18
Timisoara,no2,32.21,2024-01-19
Timisoara,no2,35.91,2024-01-20
Timisoara,no2,38.52,2024-01-21
Timisoara,no2,37.48,2024-01-22
Timisoara,no2,36.09,2024-01-23
Timisoara,no2,35.91,2024-01-24
Timisoara,no2,36.3,2024-01-25
Timisoara,no2,37.29,2024-01-26
Timisoara,no2,34.54,2024-01-27
Timisoara,no2,40.14,2024-01-28
Timisoara,no2,35.54,2024-01-29
Timisoara,no2,34.28,2024-01-30
Timisoara,no2,38.2,2024-01-31
Timisoara,no2,37.58,2024-02-01
Timisoara,no2,35.3,2024-02-02
Timisoara,no2,34.38,2024-02-03
Timisoara,no2,39.73,2024-02-04
Timisoara,no2,35.66,2024-02-05
Timisoara,no2,34.24,2024-02-06
Timisoara,no2,40.2,2024-02-07
Timisoara,no2,36.7,2024-02-08
Timisoara,no2,35.28,2024-02-09
Timisoara,no2,34.67,2024-02-10
Timisoara,no2,36.41,2024-02-11
Timisoara,no2,39.41,2024-02-12
Timisoara,no2,36.14,2024-02-13
Timisoara,no2,35.92,2024-02-14
Timisoara,no2,35.82,2024-02-15
Timisoara,no2,33.21,2024-02-16
Timisoara,no2,41.01,2024-02-17
Timisoara,no2,35.8,2024-02-18
Timisoara,no2,32.09,2024-02-19
Timisoara,no2,41.02,2024-02-20
Timisoara,no2,36.55,2024-02-21
Timisoara,no2,36.88,2024-02-22
Timisoara,no2,35.9,2024-02-23
Timisoara,no2,37.05,2024-02-24
Timisoara,no2,39.14,2024-02-25
Timisoara,no2,38.82,2024-02-26
Timisoara,no2,31.85,2024-02-27
Timisoara,no2,39.45,2024-02-28
Timisoara,no2,32.3,2024-02-29
Timisoara,pm10,13.32,2024-01-01
Timisoara,pm10,11.95,2024-01-02
Timisoara,pm10,14.75,2024-01-03
Timisoara,pm10,15.62,2024-01-04
Timisoara,pm10,9.58,2024-01-05
Timisoara,pm10,15.0,2024-01-06
Timisoara,pm10,14.62,2024-01-07
Timisoara,pm10,16.2,2024-01-08
Timisoara,pm10,10.69,2024-01-09
Timisoara,pm10,10.63,2024-01-10
Timisoara,pm10,15.65,2024-01-11
Timisoara,pm10,13.54,2024-01-12
Timisoara,pm10,13.83,2024-01-13
Timisoara,pm10,16.39,2024-01-14
Timisoara,pm10,12.64,2024-01-15
Timisoara,pm10,12.45,2024-01-16
Timisoara,pm10,12.07,2024-01-17
Timisoara,pm10,14.13,2024-01-18
Timisoara,pm10,13.85,2024-01-19
Timisoara,pm10,13.85,2024-01-20
Timisoara,pm10,11.33,2024-01-21
Timisoara,pm10,14.8,2024-01-22
Timisoara,pm10,12.01,2024-01-23
Timisoara,pm10,17.12,2024-01-24
Timisoara,pm10,12.94,2024-01-25
Timisoara,pm10,16.85,2024-01-26
Timisoara,pm10,13.29,2024-01-27
Timisoara,pm10,10.89,2024-01-28
Timisoara,pm10,12.2,2024-01-29
Timisoara,pm10,12.87,2024-01-30
Timisoara,pm10,16.59,2024-01-31
Timisoara,pm10,11.24,2024-02-01
Timisoara,pm10,14.81,2024-02-02
Timisoara,pm10,11.99,2024-02-03
Timisoara,pm10,12.99,2024-02-04
Timisoara,pm10,15.8,2024-02-05
Timisoara,pm10,17.52,2024-02-06
Timisoara,pm10,13.27,2024-02-07
Timisoara,pm10,15.96,2024-02-08
Timisoara,pm10,13.57,2024-02-09
Timisoara,pm10,14.95,2024-02-10
Timisoara,pm10,14.66,2024-02-11
Timisoara,pm10,15.45,2024-02-12
Timisoara,pm10,18.9,2024-02-13
Timisoara,pm10,15.35,2024-02-14
Timisoara,pm10,12.51,2024-02-15
Timisoara,pm10,14.12,2024-02-16
Timisoara,pm10,11.34,2024-02-17
Timisoara,pm10,11.3,2024-02-18
Timisoara,pm10,10.38,2024-02-19
Timisoara,pm10,13.78,2024-02-20
Timisoara,pm10,14.82,2024-02-21
Timisoara,pm10,14.32,2024-02-22
Timisoara,pm10,18.97,2024-02-23
Timisoara,pm10,11.66,2024-02-24
Timisoara,pm10,14.92,2024-02-25
Timisoara,pm10,11.49,2024-02-26
Timisoara,pm10,13.84,2024-02-27
Timisoara,pm10,8.31,2024-02-28
Timisoara,pm10,12.24,2024-02-29
Timisoara,pm25,15.5,2024-01-01
Timisoara,pm25,21.92,2024-01-02
Timisoara,pm25,16.95,2024-01-03
Timisoara,pm25,16.88,2024-01-04
Timisoara,pm25,18.45,2024-01-05
Timisoara,pm25,14.42,2024-01-06
Timisoara,pm25,17.45,2024-01-07
Timisoara,pm25,14.26,2024-01-08
Timisoara,pm25,16.35,2024-01-09
Timisoara,pm25,20.64,2024-01-10
Timisoara,pm25,20.13,2024-01-11
Timisoara,pm25,17.23,2024-01-12
Timisoara,pm25,16.84,2024-01-13
Timisoara,pm25,19.39,2024-01-14
Timisoara,pm25,22.68,2024-01-15
Timisoara,pm25,16.67,2024-01-16
Timisoara,pm25,16.53,2024-01-17
Timisoara,pm25,19.7,2024-01-18
Timisoara,pm25,21.08,2024-01-19
Timisoara,pm25,17.73,2024-01-20
Timisoara,pm25,15.82,2024-01-21
Timisoara,pm25,18.3,2024-01-22
Timisoara,pm25,16.1,2024-01-23
Timisoara,pm25,15.32,2024-01-24
Timisoara,pm25,17.17,2024-01-25
Timisoara,pm25,17.51,2024-01-26
Timisoara,pm25,16.88,2024-01-27
Timisoara,pm25,14.6,2024-01-28
Timisoara,pm25,18.61,2024-01-29
Timisoara,pm25,14.78,2024-01-30
Timisoara,pm25,17.48,2024-01-31
Timisoara,pm25,21.38,2024-02-01
Timisoara,pm25,20.77,2024-02-02
Timisoara,pm25,17.15,2024-02-03
Timisoara,pm25,17.09,2024-02-04
Timisoara,pm25,16.94,2024-02-05
Timisoara,pm25,16.35,2024-02-06
Timisoara,pm25,16.57,2024-02-07
Timisoara,pm25,16.0,2024-02-08
Timisoara,pm25,16.78,2024-02-09
Timisoara,pm25,17.23,2024-02-10
Timisoara,pm25,16.96,2024-02-11
Timisoara,pm25,17.6,2024-02-12
Timisoara,pm25,17.07,2024-02-13
Timisoara,pm25,17.57,2024-02-14
Timisoara,pm25,17.12,2024-02-15
Timisoara,pm25,17.66,2024-02-16
Timisoara,pm25,16.38,2024-02-17
Timisoara,pm25,17.38,2024-02-18
Timisoara,pm25,13.8,2024-02-19
Timisoara,pm25,16.64,2024-02-20
Timisoara,pm25,13.0,2024-02-21
Timisoara,pm25,18.07,2024-02-22
Timisoara,pm25,19.62,2024-02-23
Timisoara,pm25,16.55,2024-02-24
Timisoara,pm25,15.6,2024-02-25
Timisoara,pm25,19.97,2024-02-26
Timisoara,pm25,19.68,2024-02-27
Timisoara,pm25,15.67,2024-02-28
Timisoara,pm25,18.02,2024-02-29
